ORD;DRG;RTC;ICD;MDC;PDGPROP;OR;PROCPRO1;DGCAT1;AGELIM;COMPL;SEX;DGPROP1;DGPROP2;DGPROP3;DGPROP4;SECPROC1;DISCH;DUR;LOC_DRG
200D1391;N99O;0;+;23;;;99V20;23M04;;;M;12X99;;;;99V35;N;<1;845V
200D1392;N99O;0;+;23;;;99V20;23M04;;;M;98X99;;;;99V35;N;<1;845V
200D1395;N99Z;0;+;12;;;40V42;;;;;;;;;99V35;N;<1;845T
200D140;O78O;0;;;;;13V06;;;;;;;;;;N;<1;851V
200D142;X42O;0;;;;;40V13;;;;;;;;;;N;<1;900V
200D143;B78O;0;;;;;02V02;;;;;;;;;;N;<1;760V
200D144;C80O;0;;;;;03V06;;;;;;;;;;N;<1;771V
200D145;D77O;0;;;;;04V04;;;;;;;;;;N;<1;780V
200D1460;E80O;0;;;;;05V06;;;;;;;;;;N;<1;787V
200D1461;E85O;0;;;;;05V11;;;;;;;;;;N;<1;792V
200D147;E81O;0;;;;;05V07;;;;;;;;;;N;<1;788V
200D148;H79O;0;;;;;08V06;;;;;;;;;;N;<1;811V
200D149;H83O;0;;;;;08V10;;;;;;;;;;N;<1;815V
200D1510;U98X;0;+;21;;;99V22;;;;;;;;;99V35;N;<1;882W
200D1511;U98X;0;+;23;;;99V22;23M04;;;;21X99;;;;99V35;N;<1;882W
200D1520;U98O;0;+;21;;;99V20;;;;;;;;;99V35;N;<1;882V
200D1521;U98O;0;+;23;;;99V20;23M04;;;;21X99;;;;99V35;N;<1;882V
200D1525;U98Z;0;+;21;;;40V42;;;;;;;;;99V35;N;<1;882T
408D01213;H00N;0;+;08;;S;08S61;;;;;99X04;;;;;;;
408D01215;H00N;0;+;08;;S;08S62;;;;;99X04;;;;;;;
200D1530;V99X;0;+;22;;;99V22;;;;;;;;;99V35;N;<1;883W
200D1531;V99X;0;+;23;;;99V22;23M04;;;;22X99;;;;99V35;N;<1;883W
200D1540;V99O;0;+;22;;;99V20;;;;;;;;;99V35;N;<1;883V
200D1541;V99O;0;+;23;;;99V20;23M04;;;;22X99;;;;99V35;N;<1;883V
200D1545;V99Z;0;+;22;;;40V42;;;;;;;;;99V35;N;<1;883T
200D1550;U99X;0;+;24;;;99V22;;;;;;;;;99V35;N;<1;885W
200D1551;U99X;0;+;23;;;99V22;23M04;;;;24X99;;;;99V35;N;<1;885W
200D1560;U99O;0;+;24;;;99V20;;;;;;;;;99V35;N;<1;885V
200D1561;U99O;0;+;23;;;99V20;23M04;;;;24X99;;;;99V35;N;<1;885V
200D1565;U99Z;0;+;24;;;40V42;;;;;;;;;99V35;N;<1;885T
200D159;X06O;0;;;;;40V24;;;;;;;;;;N;<1;911V
200D161;B76O;0;;;;;02V03;;;;;;;;;;N;<1;761V
200D162;C79O;0;;;;;03V05;;;;;;;;;;N;<1;770V
200D163;H84O;0;;;;;08V11;;;;;;;;;;N;<1;816V
200D164;X30O;0;;;;;11V05;;;;;;;;;;N;<1;905W
200D165;X31O;0;;;;;05V14;;;;;;;;;;N;<1;905V
200D166;X72O;0;;;;;40V27;;;;;;;;;;N;<1;914V
200D167;X60O;0;;;;;40V33;;;;;;;;;;N;<1;920V
200D1690;C99X;0;+;03;;;99V22;;;;;;;;;99V35;N;<1;776W
200D1691;C99X;0;+;23;;;99V22;23M04;;;;03X99;;;;99V35;N;<1;776W
200D1700;C99O;0;+;03;;;99V20;;;;;;;;;99V35;N;<1;776V
200D1701;C99O;0;+;23;;;99V20;23M04;;;;03X99;;;;99V35;N;<1;776V
200D1702;C77O;0;;;;;03V03;;;;;;;;;;N;<1;768V
200D17025;C99Z;0;+;03;;;40V42;;;;;;;;;99V35;N;<1;776T
200D1703;C76O;0;;;;;03V02;;;;;;;;;;N;<1;767V
200D1704;C83O;0;;;;;03V08;;;;;;;;;;N;<1;773V
200D1710;H99X;0;+;08;;;99V22;;;;;;;;;99V35;N;<1;821W
200D1711;H99X;0;+;23;;;99V22;23M04;;;;08X99;;;;99V35;N;<1;821W
200D1720;H99O;0;+;08;;;99V20;;;;;;;;;99V35;N;<1;821V
200D1721;H99O;0;+;23;;;99V20;23M04;;;;08X99;;;;99V35;N;<1;821V
200D1725;H99Z;0;+;08;;;40V42;;;;;;;;;99V35;N;<1;821T
200D173;J79O;0;;;;;09V05;;;;;;;;;;N;<1;826V
200D1740;J99X;0;+;09;;;99V22;;;;;;;;;99V35;N;<1;829W
200D1741;J99X;0;+;23;;;99V22;23M04;;;;09X99;;;;99V35;N;<1;829W
200D1750;J99O;0;+;09;;;99V20;;;;;;;;;99V35;N;<1;829V
200D1751;J99O;0;+;23;;;99V20;23M04;;;;09X99;;;;99V35;N;<1;829V
200D17515;J99Z;0;+;09;;;40V42;;;;;;;;;99V35;N;<1;829T
200D1752;J75O;0;;;;;09V02;;;;;;;;;;N;<1;823V
200D176;M78O;0;;;;;11V04;;;;;;;;;;N;<1;841V
200D177;H87O;0;;;;;08V14;;;;;;;;;;N;<1;819V
200D1780;O99X;0;+;13;;;99V22;;;;;;;;;99V35;N;<1;852W
200D1781;O99X;0;+;23;;;99V22;23M04;;;F;13X99;;;;99V35;N;<1;852W
200D1782;O99X;0;+;23;;;99V22;23M04;;;F;98X99;;;;99V35;N;<1;852W
200D1790;O99O;0;+;13;;;99V20;;;;;;;;;99V35;N;<1;852V
200D1791;O99O;0;+;23;;;99V20;23M04;;;F;13X99;;;;99V35;N;<1;852V
200D1792;O99O;0;+;23;;;99V20;23M04;;;F;98X99;;;;99V35;N;<1;852V
200D1795;O99Z;0;+;13;;;40V42;;;;;;;;;99V35;N;<1;852T
200D180;T77O;0;;;;;19V03;;;;;;;;;;N;<1;878V
200D181;T79O;0;;;;;19V04;;;;;;;;;;N;<1;879V
200D182;X58O;0;;;;;40V28;;;;;;;;;;N;<1;915V
200D1840;B80O;0;;;;;02V04;;;;;;;;;;N;<1;762V
200D185;C81O;0;;;;;03V07;;;;;;;;;;N;<1;772V
200D186;H88O;0;;;;;08V15;;;;;;;;;;N;<1;820V
200D1880;P99X;0;+;14;;;99V22;;;;;;;;;99V35;N;<1;857W
200D1881;P99X;0;+;23;;;99V22;23M04;;;F;14X99;;;;99V35;N;<1;857W
200D1890;P99O;0;+;14;;;99V20;;;;;;;;;99V35;N;<1;857V
200D1891;P99O;0;+;23;;;99V20;23M04;;;F;14X99;;;;99V35;N;<1;857V
200D1895;P99Z;0;+;14;;;40V42;;;;;;;;;99V35;N;<1;857T
200D193;P76O;0;;;;;14V04;;;;;;;;;;N;<1;856V
200D1940;B99X;0;+;02;;;99V22;;;;;;;;;99V35;N;<1;765W
200D1941;B99X;0;+;23;;;99V22;23M04;;;;02X99;;;;99V35;N;<1;765W
200D1950;B99O;0;+;02;;;99V20;;;;;;;;;99V35;N;<1;765V
200D1951;B99O;0;+;23;;;99V20;23M04;;;;02X99;;;;99V35;N;<1;765V
200D19515;B99Z;0;+;02;;;40V42;;;;;;;;;99V35;N;<1;765T
200D1953;W99X;0;+;23;;;99V22;;;;;;;;;99V35;N;<1;884W
200D1954;W99O;0;+;23;;;99V20;;;;;;;;;99V35;N;<1;884V
200D1955;W99Z;0;+;23;;;40V42;;;;;;;;;99V35;N;<1;884T
200D1956;B77O;0;;;;;02V05;;;;;;;;;;N;<1;763V
200D196;X44O;0;;;;;40V35;;;;;;;;;;N;<1;922V
200D197;C84O;0;;;;;03V10;;;;;;;;;;N;<1;775V
200D199;X55O;0;;;;;40V36;;;;;;;;;;N;<1;923V
200D200;X32O;0;;;;;40V31;;;;;;;;;;N;<1;918V
200D201;J81O;0;;;;;09V07;;;;;;;;;;N;<1;828V
200D202;X45O;0;;;;;40V41;;;;;;;;;;N;<1;928V
200D203;X40O;0;;;;;40V44;;;;;;;;;;N;<1;827V
200D204;X57O;0;;;;;40V38;;;;;;;;;;N;<1;925V
200D205;X54O;0;;;;;40V34;;;;;;;;;;N;<1;921V
200D206;X56O;0;;;;;40V37;;;;;;;;;;N;<1;924V
200D207;B81O;0;;;;;02V06;;;;;;;;;;N;<1;764V
200D208;J80O;0;;;;;09V08;;;;;;;;;;N;<1;826W
200D210;Y75X;0;;;;;99V37;;;;;;;;;99V22;N;<1;950V
200D211;Y75O;0;;;;;99V37;;;;;;;;;99V20;N;<1;951V
200D212;Y76X;0;;;;;99V34;;;;;;;;;99V22;N;<1;952V
200D213;Y99Y;0;;;;;99V35;;;;;;;;;99V21;N;<1;953V
200D214;Y77X;0;;;;;99V33;;;;;;;;;99V22;N;<1;954V
200D215;Y76O;0;;;;;99V34;;;;;;;;;99V20;N;<1;955V
200D216;Y78X;0;;;;;99V36;;;;;;;;;99V22;N;<1;956V
200D217;Y79X;0;;;;;99V30;;;;;;;;;99V22;N;<1;957V
200D218;Y80X;0;;;;;99V32;;;;;;;;;99V22;N;<1;958V
200D219;Y77O;0;;;;;99V33;;;;;;;;;99V20;N;<1;959V
200D220;Y75Y;0;;;;;99V37;;;;;;;;;99V21;N;<1;960V
200D221;Y81X;0;;;;;99V31;;;;;;;;;99V22;N;<1;961V
200D222;Y78O;0;;;;;99V36;;;;;;;;;99V20;N;<1;962V
200D223;Y82X;0;;;;;99V38;;;;;;;;;99V22;N;<1;963V
200D224;Y83X;0;;;;;99V39;;;;;;;;;99V22;N;<1;964V
200D225;Y79O;0;;;;;99V30;;;;;;;;;99V20;N;<1;965V
200D226;Y80O;0;;;;;99V32;;;;;;;;;99V20;N;<1;966V
200D227;Y81O;0;;;;;99V31;;;;;;;;;99V20;N;<1;967V
200D228;Y76Y;0;;;;;99V34;;;;;;;;;99V21;N;<1;968V
200D229;Y82O;0;;;;;99V38;;;;;;;;;99V20;N;<1;969V
200D2299;X24O;0;;;;;40V40;;;;;;;;;;N;<1;927V
200D230;Y83O;0;;;;;99V39;;;;;;;;;99V20;N;<1;970V
200D231;Y77Y;0;;;;;99V33;;;;;;;;;99V21;N;<1;971V
200D2321;Y84O;0;;;;;99V40;;;;;;;;;99V22;N;<1;972V
200D2322;Y84O;0;;;;;99V40;;;;;;;;;99V20;N;<1;972V
200D2323;Y84O;0;;;;;99V40;;;;;;;;;99V21;N;<1;972V
200D233;Y78Y;0;;;;;99V36;;;;;;;;;99V21;N;<1;973V
200D2341;Y90O;0;;;;;99V42;;;;;;;;;99V22;N;<1;974V
200D2342;Y90O;0;;;;;99V42;;;;;;;;;99V20;N;<1;974V
200D2343;Y90O;0;;;;;99V42;;;;;;;;;99V21;N;<1;974V
200D235;Y79Y;0;;;;;99V30;;;;;;;;;99V21;N;<1;975V
200D236;Y80Y;0;;;;;99V32;;;;;;;;;99V21;N;<1;976V
200D2371;Y85O;0;;;;;99V41;;;;;;;;;99V22;N;<1;977V
200D2372;Y85O;0;;;;;99V41;;;;;;;;;99V20;N;<1;977V
200D2373;Y85O;0;;;;;99V41;;;;;;;;;99V21;N;<1;977V
200D238;Y81Y;0;;;;;99V31;;;;;;;;;99V21;N;<1;978V
200D239;Y82Y;0;;;;;99V38;;;;;;;;;99V21;N;<1;979V
200D240;Y83Y;0;;;;;99V39;;;;;;;;;99V21;N;<1;980V
270D250010;X90Z;0;;;;;40V42;;;;;;;;;;N;<1;929W
280D000000;Z60O;7;+;;;S;;;;;;;;;;;N;<1;477O
299D99999;Z80O;9;;;;;;;;;;;;;;;N;<1;470Z
400D100105;G01C;0;+;;;S;00S01;;;1;;;;;;;;;480C
400D100109;G01E;0;+;;;S;00S01;;;;;;;;;;;;480N
400D200109;R20N;0;+;;;;17S03;;>6574;;;;;;;;;;518N
400D20011;R21N;0;+;;;;17S03;;;;;;;;;;;;518B
400D200120;R23C;0;+;;;;17S04;;;1;;;;;;;;;481C
400D200129;R23E;0;+;;;;17S04;;;;;;;;;;;;481N
400D3001;E01N;0;+;;;S;00S07;;;;;;;;;;;;103X
400D3002;E01N;0;+;05;;S;05S01;;;;;;;;;;;;103X
400D3003;D01N;0;+;;;S;00S04;;;;;;;;;;;;495X
400D3004;G02N;0;+;;;S;00S06;;;;;;;;;;;;191A
400D300505;M01C;0;+;;;S;11S01;;;1;;;;;;;;;302C
400D300509;M01E;0;+;;;S;11S01;;;;;;;;;;;;302N
400D300605;C01C;0;+;;00P11;S;00S03;;;1;;;;;;;;;482C
400D300606;C01C;0;+;;;S;00S03;;;;;;;;;00S05;;;482C
400D300609;C01E;0;+;;00P11;S;00S03;;;;;;;;;;;;482N
400D300800;W01A;0;+;;;S;00S03;;;2;;;;;;;;;483M
400D300809;W01E;0;+;;;S;00S03;;;;;;;;;;;;483N
400D3100;W34N;0;+;;01P10;N;;;;;;23X20;23F52;;;;;;550E
400D3101;W33N;0;+;;01P10;N;;;;;;23X20;23F11;23F72;;;;;550D
400D3102;W32N;0;+;;01P10;N;;;;;;23X20;23F11;;;;;;550C
400D3103;W31N;0;+;;01P10;N;;;;;;23X20;23F72;;;;;;550B
400D3104;W30N;0;+;;01P10;N;;;;;;23X20;;;;;;;550A
400D3105;W36N;0;+;;01P11;N;;;;;;23X20;23F72;;;;;;551B
400D3106;W35N;0;+;;01P11;N;;;;;;23X20;;;;;;;551A
400D3107;W39N;0;+;;01P12;N;;;;;;23X20;23F71;23F02;;;;;552C
400D3108;W38N;0;+;;01P12;N;;;;;;23X20;23F71;;;;;;552B
400D3109;W37N;0;+;;01P12;N;;;;;;23X20;;;;;;;552A
400D3110;W41N;0;+;;01P13;N;;;;;;23X20;23F51;;;;;;553B
400D3111;W40N;0;+;;01P13;N;;;;;;23X20;;;;;;;553A
400D3112;W43N;0;+;;01P14;N;;;;;;23X20;23F72;;;;;;554B
400D3113;W42N;0;+;;01P14;N;;;;;;23X20;;;;;;;554A
400D3114;W45N;0;+;;01P15;N;;;;;;23X20;23F72;;;;;;555B
400D3115;W44N;0;+;;01P15;N;;;;;;23X20;;;;;;;555A
400D3116;W47N;0;+;;05P10;N;;;;;;23X20;23F71;;;;;;556B
400D3117;W46N;0;+;;05P10;N;;;;;;23X20;;;;;;;556A
400D3118;W52N;0;+;;08P10;N;;;;;;23X20;23F32;23F41;;;;;557E
400D3119;W51N;0;+;;08P10;N;;;;;;23X20;23F32;;;;;;557D
400D3120;W50N;0;+;;08P10;N;;;;;;23X20;23F41;;;;;;557C
400D3121;W49N;0;+;;08P10;N;;;;;;23X20;23F72;;;;;;557B
400D3122;W48N;0;+;;08P10;N;;;;;;23X20;;;;;;;557A
400D3123;W55N;0;+;;21P10;N;;;;;;23X20;23F32;;;;;;558C
400D3124;W54N;0;+;;21P10;N;;;;;;23X20;23F61;;;;;;558B
400D3125;W53N;0;+;;21P10;N;;;;;;23X20;;;;;;;558A
400D3126;W57N;0;+;;23P10;N;;;;;;23X20;23F72;;;;;;559B
400D3127;W56N;0;+;;23P10;N;;;;;;23X20;;;;;;;559A
400D3128;W62N;0;+;;;N;;;;;;23X20;23F31;23F91;;;;;560E
400D3129;W61N;0;+;;;N;;;;;;23X20;23F31;;;;;;560D
400D3130;W60N;0;+;;;N;;;;;;23X20;23F91;;;;;;560C
400D3131;W59N;0;+;;;N;;;;;;23X20;23F62;;;;;;560B
400D3132;W58N;0;+;;;N;;;;;;23X20;;;;;;;560A
400D51000;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X20;;;;;;484X
400D51001;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X30;;;;;;484X
400D51002;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X40;;;;;;484X
400D51003;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X50;;;;;;484X
400D51004;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X60;;;;;;484X
400D51005;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X70;;;;;;484X
400D51006;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X71;21X01;;;;;484X
400D51007;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X72;21X03;;;;;484X
400D51008;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X80;;;;;;484X
400D51009;U50N;0;+;;00P21;S;21S04;;;;;24X10;24X81;21X02;;;;;484X
400D51010;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X30;;;;;;484X
400D51011;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X40;;;;;;484X
400D51012;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X50;;;;;;484X
400D51013;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X60;;;;;;484X
400D51014;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X70;;;;;;484X
400D51015;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X71;21X01;;;;;484X
400D51016;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X72;21X03;;;;;484X
400D51017;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X80;;;;;;484X
400D51018;U50N;0;+;;00P21;S;21S04;;;;;24X20;24X81;21X02;;;;;484X
400D51019;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X40;;;;;;484X
400D51020;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X50;;;;;;484X
400D51021;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X60;;;;;;484X
400D51022;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X70;;;;;;484X
400D51023;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X71;21X01;;;;;484X
400D51024;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X72;21X03;;;;;484X
400D51025;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X80;;;;;;484X
400D51026;U50N;0;+;;00P21;S;21S04;;;;;24X30;24X81;21X02;;;;;484X
400D51027;U50N;0;+;;00P21;S;21S04;;;;;24X40;24X50;;;;;;484X
400D51028;U50N;0;+;;00P21;S;21S04;;;;;24X40;24X60;;;;;;484X
400D51029;U50N;0;+;;00P21;S;21S04;;;;;24X40;24X70;;;;;;484X
400D51030;U50N;0;+;;00P21;S;21S04;;;;;24X40;24X71;21X01;;;;;484X
400D51031;U50N;0;+;;00P21;S;21S04;;;;;24X40;24X72;21X03;;;;;484X
400D51032;U50N;0;+;;00P21;S;21S04;;;;;24X40;24X80;;;;;;484X
400D51033;U50N;0;+;;00P21;S;21S04;;;;;24X40;24X81;21X02;;;;;484X
400D51034;U50N;0;+;;00P21;S;21S04;;;;;24X50;24X60;;;;;;484X
400D51035;U50N;0;+;;00P21;S;21S04;;;;;24X50;24X70;;;;;;484X
400D51036;U50N;0;+;;00P21;S;21S04;;;;;24X50;24X71;21X01;;;;;484X
400D51037;U50N;0;+;;00P21;S;21S04;;;;;24X50;24X72;21X03;;;;;484X
400D51038;U50N;0;+;;00P21;S;21S04;;;;;24X50;24X80;;;;;;484X
400D51039;U50N;0;+;;00P21;S;21S04;;;;;24X50;24X81;21X02;;;;;484X
400D51040;U50N;0;+;;00P21;S;21S04;;;;;24X60;24X70;;;;;;484X
400D51041;U50N;0;+;;00P21;S;21S04;;;;;24X60;24X71;21X01;;;;;484X
400D51042;U50N;0;+;;00P21;S;21S04;;;;;24X60;24X72;21X03;;;;;484X
400D51043;U50N;0;+;;00P21;S;21S04;;;;;24X60;24X80;;;;;;484X
400D51044;U50N;0;+;;00P21;S;21S04;;;;;24X60;24X81;21X02;;;;;484X
400D51045;U50N;0;+;;00P21;S;21S04;;;;;24X70;24X80;;;;;;484X
400D51046;U50N;0;+;;00P21;S;21S04;;;;;24X71;21X01;24X80;;;;;484X
400D51047;U50N;0;+;;00P21;S;21S04;;;;;24X72;21X03;24X80;;;;;484X
400D51048;U50N;0;+;;00P21;S;21S04;;;;;24X70;24X81;21X02;;;;;484X
400D51049;U50N;0;+;;00P21;S;21S04;;;;;24X71;21X01;24X81;21X02;;;;484X
400D51050;U50N;0;+;;00P21;S;21S04;;;;;24X72;21X03;24X81;21X02;;;;484X
400D51051;U50N;0;+;;00P21;S;21S04;;;;;24X90;;;;;;;484X
400D51100;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X20;;;;;;485X
400D51101;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X30;;;;;;485X
400D51102;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X40;;;;;;485X
400D51103;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X50;;;;;;485X
400D51104;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X60;;;;;;485X
400D51105;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X70;;;;;;485X
400D51106;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X71;21X01;;;;;485X
400D51107;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X72;21X03;;;;;485X
400D51108;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X80;;;;;;485X
400D51109;U51N;0;+;;00P21;S;21S05;;;;;24X10;24X81;21X02;;;;;485X
400D51110;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X30;;;;;;485X
400D51111;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X40;;;;;;485X
400D51112;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X50;;;;;;485X
400D51113;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X60;;;;;;485X
400D51114;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X70;;;;;;485X
400D51115;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X71;21X01;;;;;485X
400D51116;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X72;21X03;;;;;485X
400D51117;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X80;;;;;;485X
400D51118;U51N;0;+;;00P21;S;21S05;;;;;24X20;24X81;21X02;;;;;485X
400D51119;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X40;;;;;;485X
400D51120;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X50;;;;;;485X
400D51121;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X60;;;;;;485X
400D51122;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X70;;;;;;485X
400D51123;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X71;21X01;;;;;485X
400D51124;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X72;21X03;;;;;485X
400D51125;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X80;;;;;;485X
400D51126;U51N;0;+;;00P21;S;21S05;;;;;24X30;24X81;21X02;;;;;485X
400D51127;U51N;0;+;;00P21;S;21S05;;;;;24X40;24X50;;;;;;485X
400D51128;U51N;0;+;;00P21;S;21S05;;;;;24X40;24X60;;;;;;485X
400D51129;U51N;0;+;;00P21;S;21S05;;;;;24X40;24X70;;;;;;485X
400D51130;U51N;0;+;;00P21;S;21S05;;;;;24X40;24X71;21X01;;;;;485X
400D51131;U51N;0;+;;00P21;S;21S05;;;;;24X40;24X72;21X03;;;;;485X
400D51132;U51N;0;+;;00P21;S;21S05;;;;;24X40;24X80;;;;;;485X
400D51133;U51N;0;+;;00P21;S;21S05;;;;;24X40;24X81;21X02;;;;;485X
400D51134;U51N;0;+;;00P21;S;21S05;;;;;24X50;24X60;;;;;;485X
400D51135;U51N;0;+;;00P21;S;21S05;;;;;24X50;24X70;;;;;;485X
400D51136;U51N;0;+;;00P21;S;21S05;;;;;24X50;24X71;21X01;;;;;485X
400D51137;U51N;0;+;;00P21;S;21S05;;;;;24X50;24X72;21X03;;;;;485X
400D51138;U51N;0;+;;00P21;S;21S05;;;;;24X50;24X80;;;;;;485X
400D51139;U51N;0;+;;00P21;S;21S05;;;;;24X50;24X81;21X02;;;;;485X
400D51140;U51N;0;+;;00P21;S;21S05;;;;;24X60;24X70;;;;;;485X
400D51141;U51N;0;+;;00P21;S;21S05;;;;;24X60;24X71;21X01;;;;;485X
400D51142;U51N;0;+;;00P21;S;21S05;;;;;24X60;24X72;21X03;;;;;485X
400D51143;U51N;0;+;;00P21;S;21S05;;;;;24X60;24X80;;;;;;485X
400D51144;U51N;0;+;;00P21;S;21S05;;;;;24X60;24X81;21X02;;;;;485X
400D51145;U51N;0;+;;00P21;S;21S05;;;;;24X70;24X80;;;;;;485X
400D51146;U51N;0;+;;00P21;S;21S05;;;;;24X71;21X01;24X80;;;;;485X
400D51147;U51N;0;+;;00P21;S;21S05;;;;;24X72;21X03;24X80;;;;;485X
400D51148;U51N;0;+;;00P21;S;21S05;;;;;24X70;24X81;21X02;;;;;485X
400D51149;U51N;0;+;;00P21;S;21S05;;;;;24X71;21X01;24X81;21X02;;;;485X
400D51150;U51N;0;+;;00P21;S;21S05;;;;;24X72;21X03;24X81;21X02;;;;485X
400D51151;U51N;0;+;;00P21;S;21S05;;;;;24X90;;;;;;;485X
400D51200;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X20;;;;;;486X
400D51201;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X30;;;;;;486X
400D51202;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X40;;;;;;486X
400D51203;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X50;;;;;;486X
400D51204;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X60;;;;;;486X
400D51205;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X70;;;;;;486X
400D51206;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X71;21X01;;;;;486X
400D51207;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X72;21X03;;;;;486X
400D51208;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X80;;;;;;486X
400D51209;U59N;0;+;;00P21;S;21S03;;;;;24X10;24X81;21X02;;;;;486X
400D51210;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X30;;;;;;486X
400D51211;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X40;;;;;;486X
400D51212;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X50;;;;;;486X
400D51213;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X60;;;;;;486X
400D51214;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X70;;;;;;486X
400D51215;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X71;21X01;;;;;486X
400D51216;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X72;21X03;;;;;486X
400D51217;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X80;;;;;;486X
400D51218;U59N;0;+;;00P21;S;21S03;;;;;24X20;24X81;21X02;;;;;486X
400D51219;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X40;;;;;;486X
400D51220;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X50;;;;;;486X
400D51221;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X60;;;;;;486X
400D51222;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X70;;;;;;486X
400D51223;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X71;21X01;;;;;486X
400D51224;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X72;21X03;;;;;486X
400D51225;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X80;;;;;;486X
400D51226;U59N;0;+;;00P21;S;21S03;;;;;24X30;24X81;21X02;;;;;486X
400D51227;U59N;0;+;;00P21;S;21S03;;;;;24X40;24X50;;;;;;486X
400D51228;U59N;0;+;;00P21;S;21S03;;;;;24X40;24X60;;;;;;486X
400D51229;U59N;0;+;;00P21;S;21S03;;;;;24X40;24X70;;;;;;486X
400D51230;U59N;0;+;;00P21;S;21S03;;;;;24X40;24X71;21X01;;;;;486X
400D51231;U59N;0;+;;00P21;S;21S03;;;;;24X40;24X72;21X03;;;;;486X
400D51232;U59N;0;+;;00P21;S;21S03;;;;;24X40;24X80;;;;;;486X
400D51233;U59N;0;+;;00P21;S;21S03;;;;;24X40;24X81;21X02;;;;;486X
400D51234;U59N;0;+;;00P21;S;21S03;;;;;24X50;24X60;;;;;;486X
400D51235;U59N;0;+;;00P21;S;21S03;;;;;24X50;24X70;;;;;;486X
